io1765258hjj0vuls6unuvkedax0wrvhgj2e7kgpt,1460,12.378825989882145109
io145suayaem4mq8kjmc9hvfxf3vm0xyakq8z075k,5,0.042393239691377212
io19fxmsajjsv08l0mw9hg3k0esnwsujchwj0fph6,10,0.084786479382754423
io1z3qkrxsutflm3l25gqac7rgg4x0yhau073fsd7,5,0.042393239691377212
io146xln0e894yfsf7h30xzvd05hpqmneer5cpdph,5,0.042393239691377212
io1zfns2tt2e4tkpzygfrqr53cttsrv9s75jkx0ae,5,0.042393239691377212
io1s6ms4x5vl4vwlfvkpyrn2e7elvd9ljmcnejqxa,5,0.042393239691377212
io1zrtmndgz5fmxwl895ceayhp7ckfz5t8ut4nhwy,5,0.042393239691377212
io16xxtvv3tzhej3jgs2qfnmlhaupjvedgy7jgxlj,5,0.042393239691377212
io1tzh8u8uukstmzks8cuw99t03xtq2p79we8gxwz,5,0.042393239691377212
io1npe2p5mfvfq46p3nprvddhr5vr3te4rqkne2ax,5,0.042393239691377212
io1ht53gnz2rhmj3qgdy54x55rnxn256d9un6wtyw,5,0.042393239691377212
io1jtgc6zt0e8uzwe9cz0vrqvyj079ww75xx5dhu8,5,0.042393239691377212
io1ts5cf22vqysajmtlnv6nt2pszszlv73s9ymfkp,5,0.042393239691377212
io19cudyymy4l7mlmctj69a9ftyx25y9aqrztsn7d,60,0.508718876296526568
io1makk0quz2sxqh6e328xmrzlgt76uq8dya3mfpt,5,0.042393239691377212
io1s7h7hgx4h78j8jhqx038egqset8m2k59xptn6x,5,0.042393239691377212
io19cs42vf7vqez2gtfqxg6zfupwsqspd8e7z7797,8000,67.829183506203534648
io143dm2c0jla996tu8g2mmjam9nsv603m8u7j7kw,5,0.042393239691377212
io19d83rzajfgch02mp3p3csu86ttjtsxhrdfmgte,75,0.635898595370658182
io17ls4mwecshlh7enxsldw5al8rwvqjed0xfnnk9,25,0.211966198456886051
io1d34rtsh4ljzq6jxld52p66pzcck354hkczezjx,5,0.042393239691377212
io13ln76adyx29ddnhq63qexa00lrwk4d76d4ey40,20,0.169572958765508847
io1954yyck3cut4td7czluyxapl985uzm4l0hy7wp,5,0.042393239691377212
io13vx60rpgs48jjcffsennmj8u2v5uqgqyk8hvc7,5,0.042393239691377212
io10e4cllvcfhvlmq6me0lkrn42xydjav3d87e947,4730,40.104004748042839879
io1ht6u08g4esdvsjjg3gdjq2enyeej5u04wycfwc,65,0.551112115987903772
io1vtngwna5cc7yetzxyxhp6rgfdpmsd66m6p6hjd,1500,12.717971907413163635
io1r0q3g9phcfh62za9wsuned0uy8xypnjp9kca7p,5,0.042393239691377212
io1kf5ct806jnvj83ph6ar8zp3yqe27n3nqj8pyt8,5,0.042393239691377212
io1euu5xfz5rgvenl04cxxg8h43r2cxtxc5075gpf,5,0.042393239691377212
io1r8kjwrzxhllsxk2827qp3az7nfxcjgzlnmu59y,5,0.042393239691377212
io1v0dc0t3a2jj5xz52jqts9s3gg806c6yzu8d0qv,5,0.042393239691377212
io1tgaswhuf3ghzra66hkdaenuta8an0pn6hc94ux,5,0.042393239691377212
io1agyddktavhram57exvpw8x9ym3lxs7frzcklc9,5,0.042393239691377212
io1j4mwvphagnauvjejdrf8vv8qrd8zgm56f5nzud,5,0.042393239691377212
io1fngqymr3805trkt5f59g7n6ejvn54cx85203yq,5,0.042393239691377212
io1eqne8w7m758gp35q0442spvhcg0f3ty4s5f9ht,5,0.042393239691377212
io1pn2nze22duphc9qxl834pc3zsm8dtnwtn9xmqz,5,0.042393239691377212
io1w8sxu5safy8dlfhjs0h3qqh7mk2632znj785cd,5,0.042393239691377212
io1v8jljsaznaxjda3jgwfv8vlsr2s523fv32ekg7,5,0.042393239691377212
io10cut5azrvtg8m24mzp7px5r7cuyl9x5dsqht5d,20,0.169572958765508847
io18lh6naelj0mwz86vqft0q4l4asfdxxhcvvqwqc,5,0.042393239691377212
io1rcamsafuv3dkjc5pndg5n4qrtjdfu4cfvrxk3r,5,0.042393239691377212
io1aruqfywjl5fwejg7ne3kphgnxufyddr0q4q8am,5,0.042393239691377212
io1x5m5thz8l0l6nq2p8nlsfmwufmw7nflw5rlaa0,5,0.042393239691377212
io1jcl2sak7hekr7phnufztr0j2yrdua43333ppfr,5,0.042393239691377212
io1q3rsxr60c743vqyrv6myqgv762kltwvg02j5p9,520,4.408896927903230178
io16wwqxysw0x6mfsm5q0h9945kx2ppg8whs6a43p,5,0.042393239691377212
io1f02x672hxc6j7v68gc886g23zws5qvvuhwsw0w,5,0.042393239691377212
io15pdv9eqvtr7jtpsyxzxgqk59nxzkcssnmvycpq,840,7.122064268151371280
io1042cjztkrva95umgmwsz5htwgsjxzva0dg6z8m,130,1.102224231975807545
io1flgnlmex7awzacm8jd6q903a6wt9xsw52yeu4u,5,0.042393239691377212
io14kjw8y79awlhmkazadn52f48wx6deuc8u2qaff,720,6.104626515558318367
io1mm5ykjezh28w3fuyx30yrg9fszycrmgj7sru0x,5,0.042393239691377212
io1maj4kgqxrn50dm7hare65wgs4cz06nvm9r5msc,5,0.042393239691377212
io1kh2t8cza3pl29ysvcejvxa3jrcwyakz7wxwxyn,100,0.847864793827544205
io1hss3mwpvm9a3ylzflge3wyaz365wjs3dhjg400,65,0.551112115987903772
io1g7dksmjpvdje06actpvwc479jndch9ldfh2mhp,15,0.127179719074131642
io1rfgd52hguvt4z400afegqalse3rqadqjgusz6d,5,0.042393239691377212
io1nnutgpn0wythtxh8nvc8mpsgthtg0ckkr85z77,65,0.551112115987903772
io1nch6krrrg73vvw88zdqel56sf42prfml8wdj8y,4320,36.627759093349908426
io1dx059k7zwajukuypucvprnv8vvu3hkrjh77s6r,4320,36.627759093349908426
io19ssmadw9mcfz34epf3lffjkz3xe92dmkd50evt,5,0.042393239691377212
io1r4x7u3zadd8gunqc7urnszdac6zrnuy35deycm,5,0.042393239691377212
io1qsnd7ujvjn4m0suq9v8yc97ar279d83n2yfurs,5,0.042393239691377212
io1ufqvudjgzylhmzuyktrqz9qvzcelyrx3jdl8dr,5,0.042393239691377212
io1h4mwhp8umsqjmv8ehmu040xz49l9epjtnac7yy,2160,18.313879546674954213
